[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 234]
inputVal:  ,
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
enter key: [36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 220, 5, 234]
inputVal:  .
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
enter key: [36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
[36, 77, 60, 16, 200, 220, 5, 220, 5, 232, 3, 220, 5, 220, 5, 220, 5, 220, 5, 232, 3, 216]
